record_idx,scene_id,iou_c0,iou_c1,iou_c2,iou_c3,miou
5779,1561711133.0,0.9455947891669524,0.9021038101811085,nan,0.7850204668658037,0.8775730220712882
1816,1560490306.0,0.8988838744495632,0.8875151610000391,nan,0.8100008177283506,0.8654666177259843
7517,1590555423.0,0.9877210849007586,0.8836632002683663,nan,0.7503157485669872,0.8739000112453708
4626,1555349129.0,0.8865034006784646,nan,0.4560834484553627,nan,0.6712934245669137
2355,1554690436.0,1.0,nan,nan,nan,1.0
2886,1524558674.0,0.9863330619939162,0.8608795161026647,nan,0.768295534252981,0.8718360374498539
3644,1582508393.0,0.8861874021162001,0.6735029851042307,nan,0.5767528452999859,0.7121477441734722
8535,1591422240.0,0.930325587866982,0.907542137828035,nan,0.8893784325424143,0.9090820527458104
4978,1587861997.0,0.7772695685134879,0.839498648789524,nan,0.7673717743044415,0.7947133305358177
4658,1554628105.0,0.7437333966548434,0.7589504006196897,0.0,0.6949176487208768,0.5494003614988525
8398,1577451479.0,0.8501122400223579,0.8661753133012345,nan,0.7004763384073729,0.8055879639103217
8965,1577451479.0,0.9723218839192248,0.801550756067853,nan,0.6333046348113072,0.802392424932795
1648,1589751453.0,0.9764202676025444,0.7434022063753276,nan,0.3228380731282647,0.6808868490353789
6448,1583177983.0,0.07565391360189691,nan,0.8555509666860943,nan,0.4656024401439956
9413,1549442990.0,0.8662076611138665,0.9693862122330632,nan,0.6636831079794325,0.8330923271087874
5086,1552403278.0,0.6384294791834818,0.5364428210171397,0.6647882215914243,0.5218129571577848,0.5903683697374575
4778,1575559956.0,0.5393253920506959,0.9208953717256347,nan,0.6350130402384501,0.6984112680049269
8011,1571849326.0,0.5919440201754698,0.8729605141848642,0.0,0.4931794135429262,0.48952098697581503
2814,1565747253.0,0.7333252815604336,0.9826624811068481,0.0,0.5798496123426968,0.5739593437524946
5581,1550576258.0,0.8810935235442894,0.6969453821039234,0.6367762497054775,nan,0.7382717184512301
1500,1550865553.0,0.5006972116496375,0.5136008562930333,0.0,0.1007662544571732,0.278766080599961
8868,1591633886.0,1.0,nan,nan,nan,1.0
3363,1585318062.0,0.6149568332586984,0.873977931550402,0.0,0.6366255880964397,0.531390088226385
7238,1589532148.0,0.9965449557501808,0.46019247594050744,nan,0.47714808043875684,0.6446285040431484
3953,1568653164.0,0.5984267325445326,0.842603404071294,nan,0.5623105831009819,0.6677802399056029
7713,1573201135.0,0.824149641720453,0.0,0.8661193800828602,nan,0.5634230072677711
2991,1551941340.0,0.9182328826702941,0.6625720299506573,nan,0.7176158570630933,0.7661402565613482
8936,1561536952.0,0.7030150753768845,0.9518022623757775,nan,0.324877783813145,0.659898373855269
8920,1554624922.0,0.753064201132234,nan,0.5452732785228483,nan,0.6491687398275412
1540,1555623487.0,0.4526461096498592,0.009560695933273357,0.0,0.27945476841807376,0.18541539350030156
750,1566260295.0,0.9789518448017496,0.7194444444444444,nan,0.7533536867425293,0.817249991996241
6634,1574508046.0,0.743910031909098,0.8359327406720541,nan,0.6521852886959624,0.7440093537590382
1990,1517743374.0,1.0,nan,nan,nan,1.0
9465,1517743374.0,0.9708099365234375,0.0,nan,0.0,0.3236033121744792
9885,1544839077.0,0.9391122285973552,0.8277281077770974,nan,0.7049222910082688,0.8239208757942404
1819,1574314297.0,0.5691757873576055,0.0,0.9154880716168364,0.0,0.3711659647436105
7934,1592793717.0,1.0,0.984375677796663,nan,0.5813609467455622,0.8552455415140751
1851,1559016650.0,0.9783149792885549,0.874007553004847,nan,0.7973347485111151,0.8832190936015056
2960,1550488762.0,0.637151457706209,0.6430456087448172,0.7755998228348583,0.15785799064441808,0.5534137199825756
3032,1562212392.0,1.0,nan,nan,nan,1.0
5651,1567221870.0,0.9501085059081334,0.8513340553312986,nan,0.7784487157679878,0.8599637590024732
5373,1593938767.0,0.6920629501605049,nan,0.44106205353300626,nan,0.5665625018467556
2563,1569735362.0,0.8493787949556282,0.9003875909377548,0.0,0.7216105067657204,0.6178442231647758
9554,1588069204.0,0.9629914514972991,0.9648956356736242,nan,0.7552359323744637,0.8943743398484624
3602,1553917399.0,0.9931025658920138,0.2647317502198769,0.4047801147227533,nan,0.5542048102782147
6788,1584626550.0,1.0,nan,nan,nan,1.0
8255,1555234341.0,0.28479322096343374,0.45768871746516115,0.20516264561716213,0.35366100323624594,0.32532639682050074
7337,1593412733.0,0.6919810142393205,0.7498970988514904,0.0,0.36273533456632046,0.45115336191428285
6706,1585510252.0,0.8475926211397153,0.907711038961039,nan,0.8173035423790711,0.8575357341599418
4570,1546675957.0,0.5462558564281744,0.8981526845154039,0.5450519926364495,0.6713348753208074,0.6651988522252088
5061,1557977720.0,0.10869025229764735,0.6903156454607642,0.7636892221258313,0.3264308083329551,0.47228148205429954
9037,1594307985.0,0.9401191678048973,0.8133632343386499,nan,0.6745761470577465,0.8093528497337646
5485,1569572488.0,0.9599361040013258,0.8577455335740996,nan,0.7967096487327702,0.8714637621027318
7683,1569572488.0,0.8816527038871563,0.8600371881867137,0.16869420801328627,0.7974263778250369,0.6769526194780483
7206,1558428183.0,1.0,nan,nan,nan,1.0
5093,1563070384.0,0.8583750695603785,0.9642588077088211,nan,0.5809574519579844,0.8011971097423948
6339,1554103857.0,0.7319901234567902,0.7386332930384697,0.0,0.9157326798098452,0.5965890240762762
817,1593328544.0,0.8455271815760614,0.9099546431129147,nan,0.768354927365528,0.8412789173515014
6844,1594976028.0,1.0,nan,nan,nan,1.0
1082,1556289659.0,0.4159446035601639,0.6018030200585982,0.8182220706938769,nan,0.611989898104213
9712,1568798039.0,0.7160258602439461,0.24763997802307577,0.4705846277360868,0.6364619962131458,0.5176781155540636
4239,1567586949.0,0.5967283508843676,0.9365959418754758,nan,0.7767635827694781,0.7700292918431071
2724,1590923799.0,0.9726203159016166,0.876421680131775,nan,0.8091218028975139,0.8860545996436352
9656,1529833655.0,1.0,0.8905898244034219,0.7560650154405317,0.5109073042908614,0.7893905360337037
905,1545987425.0,0.3613732892873997,0.9770414524861034,0.0,0.24636637423071886,0.3961952790010555
3567,1574515112.0,0.33508514060680017,0.6572054648579609,0.0,0.5239757582049651,0.37906659091743156
6783,1593351001.0,0.6622860504153455,0.8886495239609915,nan,0.714488752198884,0.7551414421917403
